Company Name,Ticker,Market Cap (mil),Exchange,Month of Fiscal Yr End,Sector,Industry,Last Close,Last Reported Fiscal Yr  (yyyymm),Last Yr`s EPS (F0) Before NRI,F1 Consensus Est.,F2 Consensus Est.,EBITDA ($mil),EBIT ($mil),Net Income  ($mil),Cash Flow ($mil),Pretax Income ($mil),Receivables ($mil),Inventory ($mil),Book Value,Common Equity ($mil),Preferred Equity ($mil),Long Term Debt ($mil),Current Liabilities ($mil),Current Assets  ($mil),Intangibles ($mil),Debt/Total Capital,Debt/Equity Ratio,Current Ratio,Quick Ratio,Cash Ratio,Annual Sales ($mil),Beta
"Builders FirstSource","BLDR","13281.39","NYSE","12","Retail-Wholesale","Building Products - Retail","107.12","202212","18.71","13.69","13.21","4272.1831","3770.20605","2749.36889","3560.54589","3571.833","1683.10498","1426.19604","34.73","4962.56591","0","2977.84204","1842.77905","3497.64697","5007.79785","45.80899",".84531","1.84","1.12",".21073","22726.42","2.04"
"BlackRock","BLK","90877.53","NYSE","12","Finance","Financial - Investment Management","607.07","202212","35.36","36.15","38.18","6920","6502","5178","5809","6290","3264","0","256.74","37876","0","12419","3566","10680","33643","28.46599",".35762","4.21","2.99","2.07964","17873","1.29"
"Blackbaud","BLKB","3581.88","NSDQ","12","Computer and Technology","Computer - Software","66.29","202212","2.69","3.79","4.43","84.96099","-19.772","-45.40701","245.12699","-55.57501","103.05799","0","14.14","744.03198","0","840.24102","1230.64196","918.643","1685.40795","52.07799","1.08672",".77",".75",".66273","1058.1","1.17"
"Bloomin' Brands","BLMN","2016.3","NSDQ","12","Retail-Wholesale","Retail - Restaurants","23.21","202212","2.52","2.89","2.75","402.32901","205.08299","101.90699","430.10501","151.90699","0","78.124","4.27","273.90899","0","831.656","978.867","346.57699","721.35797","67.261","2.05448",".27",".27",".27424","4416.51","1.9"
"Badger Meter","BMI","4024.92","NYSE","12","Computer and Technology","Instruments - Control","137.63","202212","2.26","3","3.28","113.40599","87.165","66.496","92.73699","87.717","76.651","119.856","16.79","442.42199","0","0","110.31199","347.832","154.86799","0","0","3.28","2.07","1.37179","565.57",".9"
"Bank Of Montreal","BMO","54753.68","NYSE","10","Finance","Banks - Foreign","76.69","202210","10.28","8.71","9.46","17778.61718","17234.85742","10515.54003","8171.2539","13893.83984","438561.09375","0","70.28","50282.26562","4900.05419","6330.91992","720602.375","720330.5","5808.91113","9.80109",".1199",".96","1",".39101","34740.5","1.14"
"BioMarin Pharmaceutical","BMRN","15387.05","NSDQ","12","Medical","Medical - Biomedical and Genetics","81.97","202212","1.93","2.05","3.33","270.55801","165.546","141.561","469.57299","149.576","461.316","894.083","25.42","4603.15576","0","1083.01904","588.88397","2751.45703","534.768","18.49099",".22685","4.94","3.15","2.37068","2096.04",".36"
"Bristol Myers Squibb","BMY","118264.13","NYSE","12","Medical","Medical - Biomedical and Genetics","52.97","202212","7.7","7.37","7.74","17989","7713","6327","26809","7713","9886","2339","15.33","31118","0","35056","21890","27273","57008","51.969","1.08198","1.39","1.14",".68743","46159",".43"
"Brookfield Corporation","BN","48857.42","NYSE","12","Finance","Real Estate - Operations","29.89","202212","1.19","","","25049","17366","2056","9739","6664","27378","12843","92.47","137746","4145","202684","69331","84346","67073","56.98199","1.36047","1.19","1.03",".63643","92769","1.43"
"Broadstone Net Lease","BNL","2580.61","NYSE","12","Finance","REIT and Equity Trust - Residential","13.92","202212","1.4","1.41","1.44","362.988","209.40199","122.11499","275.70098","130.75","137.01499","0","17.42","3262.50488","0","0","2077.78906","158.804","339.76901","0","0",".09",".08",".01048","407.51","1.1"
"Bank of Nova Scotia","BNS","48913.15","NYSE","10","Finance","Banks - Foreign","40.58","202210","6.6","5.17","5.39","13292.60351","12103.32324","7702.74902","9366.75976","10045.58007","593848.8125","0","43.29","51792.35937","6272.66015","23995.3496","866271.8125","912806","13075.87011","33.104",".55223","1.05","1.05",".36819","36400.54","1.01"
"BioNTech","BNTX","22838.2","NSDQ","12","Medical","Medical - Biomedical and Genetics","96.64","202212","39.8","5.88","1.66","13798.26269","13668.35351","9940.08398","10071.71972","13648.44042","7529.0249","463.16299","90.07","21130.58007","0","185.64399","3108.75195","23097.01953","231.47599",".83244",".00839","10.56","7.28","4.8588","18241.62",".24"
"BOK Financial","BOKF","4242.98","NSDQ","12","Finance","Banks - Southwest","64.64","202212","7.68","8.83","8.35","835.90802","719.13","520.27301","637.05102","660.15698","22626.25976","75.272","73.34","4687.35791","0","4868.11279","37750.32031","28567.41015","1398.48803","44.53499",".80293",".76",".75",".15538","2035.36","1.2"
"Boot Barn","BOOT","2092.83","NYSE","3","Retail-Wholesale","Retail - Apparel and Shoes","68.88","202303","5.62","5.27","6.31","315.70199","231.75799","170.55299","254.49699","225.878","13.145","589.49401","27.2","776.45001","0","330.08099","374.84201","669.17297","258.25299","0","0","2.02",".21",".17749","1657.61","2.34"
"Box","BOX","3419.64","NYSE","1","Computer and Technology","Internet - Software","24.2","202301","1.2","1.49","1.79","156.35","36.84","26.783","299.91598","34.407","264.51501","0","-3.73","-523.85102","0","369.35101","715.82702","806.763","73.86299","","-.68873","1.17","1.13",".75751","990.87","1.04"
"BP","BP","112040.73","NYSE","12","Oils-Energy","Oil and Gas - Integrated - International","38.82","202212","8.74","5.53","5.66","32426","18108","-2487","41972","15405","34631","28081","29.42","82990","0","43746","99018","107688","22160","35.638",".55371","1.17",".8",".45422","248891",".73"
"Blueprint Medicines","BPMC","2666.82","NSDQ","12","Medical","Medical - Biomedical and Genetics","55.22","202212","-9.35","-9.05","-7.52","-541.52802","-552.28101","-557.51703","-546.76398","-552.28101","36.93799","29.697","5.13","514.677","0","122.232","183.23399","1046.651","0","28.19099",".39258","4.8","5.55","5.34843","204.04",".73"
"Popular","BPOP","4326.94","NSDQ","12","Finance","Banks - Southeast","64.63","202212","14.63","7.88","8.34","1377.18005","1280.67797","1102.64099","1197.73095","1234.97094","31357.4707","5.381","63.12","4071.28198","22.14299","0","62627.55078","37474.67187","968.72198","0","0",".64",".6",".09758","3362.97",".85"
"Broadridge Financial Solutions","BR","20078.69","NYSE","6","Business Services","Outsourcing","169.33","202306","7.01","7.63","8.25","1355.40002","930.40002","630.59997","1259.59997","794.90002","974","0","18.99","2240.60009","0","2234.69995","2397.80004","1392.5","4928.7998","49.93399",".99736",".58",".58",".17453","6060.9",".98"
"BellRing Brands","BRBR","5654.82","NYSE","9","Medical","Medical - Products","43.78","202309","1.16","1.57","1.88","216.1","194.8","82.3","130.19999","145.6","173.3","199.8","-2.75","-376.20002","0","929.5","143.5","421.29998","269.20001","","-2.49658","2.68","","","1371.5",".8"
"Brady","BRC","2513.95","NYSE","7","Industrial Products","Security and Safety Services","52.42","202307","3.64","4","4.15","261.60501","229.235","174.85699","213.871","225.69599","184.41999","177.078","20.41","990.919","0","49.71599","258.03601","524.82","654.742","4.7775",".05017","2.03","1.35",".63294","1331.86",".74"
"BRF","BRFS","2381.44","NYSE","12","Consumer Staples","Food - Miscellaneous","2.15","202212","-.56",".39","1.25","730.71899","151.22599","-613.33198","-14.04301","-543.33698","1082.90405","2288.07006","1.79","2290.09008","0","3803.71093","4319.11083","5133.89208","1246.38403","66.00199","1.9413","1.1",".66",".40816","10421.01","1.63"
"Berkshire Hathaway","BRK.A","741630.81","NYSE","12","Finance","Insurance - Property and Casualty","510125","202212","20963.66","","","-17188","-28087","-22819","41692","-32439","71509","0","378999.25","480617","0","0","366525","107320","107306",".58177","0",".34",".29",".0977","302089",".86"
"Berkshire Hathaway","BRK.B","731426.81","NYSE","12","Finance","Insurance - Property and Casualty","336.16","202212","13.97","15.81","17.68","-17188","-28087","-22819","41692","-32439","71509","0","252.67","480617","0","0","366525","107320","107306",".58177","0",".34",".29",".0977","302089",".86"
"Bruker","BRKR","8448.46","NSDQ","12","Computer and Technology","Instruments - Scientific","57.72","202212","2.34","2.57","2.89","502.70001","413.89999","296.6","437.70001","413.89999","472.70001","800.09997","8.53","1125.69995","0","1200.5","914.29998","2113.19995","728.5","47.562",".89749","2.08","1.44",".91917","2530.7","1.13"
"Brown & Brown","BRO","19574.97","NYSE","12","Finance","Insurance - Brokerage","68.45","202212","2.28","2.7","2.97","1203.5","1017.29998","671.79998","832.92102","876.09997","2355.30004","0","18.33","4606.60009","0","3691.5","2332","4400.5","8269.40039","37.68999",".60488","1.85","1.89",".87701","3573.4",".76"
"BRP Group","BRP","2505.01","NSDQ","12","Finance","Insurance - Life Insurance","21.86","202212","1.03","1.18","1.6","86.51699","-4.961","-41.772","210.438","-76.033","531.992","0","9.4","1139.552","0","1314.86206","699.20599","772.39898","2521.97802","53.819","1.16493",".99","1.1",".34382","980.72","1.58"
"Brixmor Property Group","BRX","5888.61","NYSE","12","Finance","REIT and Equity Trust - Retail","20.3","202212","1.95","2.03","2.1","883.34399","546.61999","354.19299","690.91699","354.19299","264.14599","0","9.57","2865.01","0","5035.50097","535.419","307.074","0","63.076","1.70824",".55",".57",".08017","1218.07","1.58"
"Braze","BRZE","4218.65","NSDQ","1","Business Services","Technology Services","42","202301","-.64","-.38","-.07","-110.57","-140.163","-138.96601","-30.77701","-140.163","78.33799","0","4.48","445.303","0","0","217.30299","583.17102","0","0","0","2.31","2.68","2.32317","355.43",".99"
"Banco Santander Chile","BSAC","8131.45","NYSE","12","Finance","Banks - Foreign","17.35","202212","1.96","1.45","1.98","2899.45996","2764.16796","871.50402","1081.09094","991.21697","41333.75","0","11.83","5460.34179","0","17633.7207","29771.51953","57283.4414","118.568","79.90899","3.97746","1.85","1.92",".53573","5255.19",".77"
"Banco  ntander Brasil","BSBR","19966.21","NYSE","12","Finance","Banks - Foreign","5.5","202212",".74",".56",".75","8646.08593","8145.27392","2767.40991","3267.94995","3791.625","0","0","6.14","21438.75","0","3784.43701","151069.59375","32034.96093","6121.45019","14.38899",".16806",".02",".21",".21205","26795.73",".84"
"Black Stone Minerals","BSM","4033.19","NYSE","12","Oils-Energy","Energy and Pipeline - Master Limited Partnerships","17.93","202212","2.23","1.82","1.58","532.52398","482.76599","476.48001","550.927","476.48001","135.697","0","4.07","911.45098","298.36099","10","30.73399","173.38099","0","0","0","10.26","5.64","1.22613","663.6","1.03"
"Boston Scientific","BSX","73196.52","NYSE","12","Medical","Medical - Products","49.78","202212","1.71","1.99","2.23","2879","1611","698","3727","1141","1970","1867","13.2","17573","0","8915","3803","5760","18822","31.48399",".4595","1.29","1.02",".50565","12682",".77"
"Bentley Systems","BSY","13856.52","NSDQ","12","Computer and Technology","Internet - Software","48.72","202212",".85",".89",".98","311.738","232.91","174.738","353.346","198.27499","287.07299","0","2.28","573.45397","0","1775.69604","628.35797","415.89498","2529.45507","71.68099","2.53114",".55",".66",".20501","1099.08","1.17"
"Baytex Energy","BTE","3668.86","NYSE","12","Oils-Energy","Oil and Gas - Exploration and Production - Canadian","4.33","202212","1.09",".72",".71","1217.47595","765.91699","658.13098","1067.91699","685.29199","175.751","0","3.97","2330.99707","0","718.16101","221.93699","187.72599","0","35.569",".55205",".64",".85",".05395","2222.23","2.15"
"B2Gold Corp","BTG","4178.36","AMEX","12","Basic Materials","Mining - Gold","3.14","202212",".25",".33",".33","924.40197","541.45898","252.873","646.72497","530.617","51.194","332.031","3.2","3111.78906","0","41.70899","233.61599","1035.17102","0",".92456",".00933","2.79","3.01","2.79067","1732.59",".97"
"British American Tobacco","BTI","60192.8","NYSE","12","Consumer Staples","Tobacco","29.63","202212","4.59","4.74","4.92","15176.76855","13562.61328","8245.17578","12031.26953","11532.86035","5585.84082","7014.45996","45.11","93645.70312","0","47900.1914","22082.38085","19059.39062","159652.90625","33.83499",".51137",".93",".55",".29249","34214.43",".57"
"Peabody Energy","BTU","3276.18","NYSE","12","Oils-Energy","Coal","23.75","202212","8.89","5.08","3.3","1736.5","1418.90002","1297.09997","1706.69995","1278.59997","465.5","296.1","26.53","3294.80004","0","320.6","918.70001","2372.5","0","8.3619",".09124","2.17","2.26","1.75345","4981.9","1"
"AnheuserBusch InBev","BUD","93356.98","NYSE","12","Consumer Staples","Beverages - Alcohol","53.38","202212","3.21","3.03","3.59","20649","15571","5969","11532","9524","6143","6612","51.11","84278","0","78880","34383","23186","153219","46.86999",".88218",".64",".48",".30337","57786","1.24"
"Burlington Stores","BURL","7787.84","NYSE","1","Retail-Wholesale","Retail - Discount Stores","119.41","202301","4.26","5.74","7.54","648.01397","373.983","230.123","554.80102","307.509","71.091","1181.98205","12.73","794.90502","0","1462.07202","1911.95104","2283.79199","285.06399","62.005","1.6319","1.17",".58",".53909","8702.6","1.15"
"BorgWarner","BWA","8962.95","NYSE","12","Auto-Tires-Trucks","Automotive - Original Equipment","38.26","202212","4.6","3.78","4.23","2091","1370","944","1809","1318","3323","1687","33.1","7508","0","4166","4236","6617","4448","35.00699",".53861","1.62","1.16",".37936","15801","1.42"
"BWX Technologies","BWXT","6908.45","NYSE","12","Computer and Technology","Electronics - Miscellaneous Components","75.68","202212","3.13","2.95","3.14","424.62899","350.78698","238.19099","361.34201","314.37701","87.676","0","9.2","748.35498","0","1282.62402","367.85998","771.61901","486.777","61.25699","1.58107","2.41","2.1","1.85924","2232.8",".82"
"The Blackstone Group","BX","65233.1","NYSE","12","Finance","Financial - Miscellaneous Services","92.3","202212","5.17","3.94","5.51","3846.11108","3779.01391","1747.63098","3895.17089","3461.78906","4609.61083","0","24.6","17966.06054","0","12439.53027","9382.17773","9103.32617","2107.48901","43.52999",".69359",".84",".97",".47896","8517.67","1.47"
"Blackstone Mortgage Trust","BXMT","3392.81","NYSE","12","Finance","REIT and Equity Trust","19.85","202212","2.87","3.01","2.71","933.23602","964.96398","248.64199","458.10198","254.05999","24691.74023","0","26.08","4544.20019","0","20382.88085","0","24983.08007","0","81.092","4.28881","","","","1338.95","1.35"
"Boston Properties","BXP","8182.06","NYSE","12","Finance","REIT and Equity Trust - Other","53.61","202212","7.53","7.3","7.36","2209.92504","1457.72302","848.94702","1601.14904","1020.58398","1370.78002","0","52.83","8363.81933","0","14489.66992","521.31896","2186.16796","0","65.46499","1.89561","5.76","4.19","1.56408","3108.58","1.14"
"Blackstone Secured Lending Fund","BXSL","4478.47","NYSE","12","Finance","Financial - SBIC & Commercial Industry","27.37","202212","2.91","3.91","3.7","697.268","608.135","404.55599","573.13299","404.55599","0","0","26.3","4158.96582","0","0","5750.0288","9748.52148","0","0","0","1.81","1.7","1.69538","850",".51"
"Boyd Gaming","BYD","5385.65","NYSE","12","Consumer Discretionary","Gaming","55.3","202212","6.08","6.19","6.39","1311.98901","980.05499","639.37701","993.70501","828.80603","111.611","22.173","17.31","1590.625","0","3005.13403","586.13397","478.22799","2460.8789","62.379","1.65809",".84",".78",".58765","3555.38","1.77"
"Kanzhun","BZ","5696.47","NSDQ","12","Computer and Technology","Internet - Software","14.7","202212",".25",".49",".63","58.631","16.96199","15.548","157.578","16.96199","2.25799","0","4.72","1687.75305","0","0","439.46899","2004.61999","2.311","0","0","3.89","4.56","4.55632","654.04",".42"
"Citigroup","C","75164.09","NYSE","12","Finance","Banks - Major Regional","39.34","202212","7.11","6.14","5.91","37785","32988","14845","19873","18807","694439","0","97.96","182843","18995","271606","1855359","1735979","24119","56.74599","1.44604",".94",".94",".56136","101078","1.54"
"Cable One","CABO","3288.76","NYSE","12","Consumer Discretionary","Cable Television","575.16","202212","59.49","49.28","56.39","873.05603","513.07598","234.11799","729.41802","375.363","74.383","0","314.43","1757.97302","0","3752.59106","244.15499","346.70498","3595.53198","67.857","2.11112","1.62","1.42","1.11536","1706.04",".86"
